quad,eg_density,time,site
436,0,1_year_post,project
437,0,1_year_post,project
438,0,1_year_post,project
439,0,1_year_post,project
440,0,1_year_post,project
441,0,1_year_post,project
442,0,1_year_post,project
443,0,1_year_post,project
444,0,1_year_post,project
445,0,1_year_post,project
446,0,1_year_post,project
447,0,1_year_post,project
448,0,1_year_post,project
449,0,1_year_post,project
450,0,1_year_post,project
451,0,1_year_post,project
452,0,1_year_post,project
453,0,1_year_post,project
454,0,1_year_post,project
455,0,1_year_post,project
456,0,1_year_post,project
457,0,1_year_post,project
458,0,1_year_post,project
459,0,1_year_post,project
460,0,1_year_post,project
461,0,1_year_post,project
462,0,1_year_post,project
463,0,1_year_post,project
464,0,1_year_post,project
465,0,1_year_post,project
466,0,1_year_post,project
467,0,1_year_post,project
468,0,1_year_post,project
469,0,1_year_post,project
470,0,1_year_post,project
471,0,1_year_post,project
472,0,1_year_post,project
473,0,1_year_post,project
474,0,1_year_post,project
475,0,1_year_post,project
476,0,1_year_post,project
477,0,1_year_post,project
478,0,1_year_post,project
479,0,1_year_post,project
480,0,1_year_post,project
481,0,1_year_post,project
482,0,1_year_post,project
483,0,1_year_post,project
484,0,1_year_post,project
485,0,1_year_post,project
486,0,1_year_post,project
487,0,1_year_post,project
488,0,1_year_post,project
489,0,1_year_post,project
490,0,1_year_post,project
491,0,1_year_post,project
492,0,1_year_post,project
493,0,1_year_post,project
494,0,1_year_post,project
495,0,1_year_post,project
496,0,1_year_post,project
497,0,1_year_post,project
498,0,1_year_post,project
499,0,1_year_post,project
500,0,1_year_post,project
501,0,1_year_post,project
502,0,1_year_post,project
503,0,1_year_post,project
504,0,1_year_post,project
505,0,1_year_post,project
506,0,1_year_post,project
507,0,1_year_post,project
508,0,1_year_post,project
509,0,1_year_post,project
510,0,1_year_post,project
511,0,1_year_post,project
512,0,1_year_post,project
513,0,1_year_post,project
514,0,1_year_post,project
515,0,1_year_post,project
516,0,1_year_post,project
517,0,1_year_post,project
518,0,1_year_post,project
519,0,1_year_post,project
520,0,1_year_post,project
521,0,1_year_post,project
522,0,1_year_post,project
523,0,1_year_post,project
524,0,1_year_post,project
525,0,1_year_post,project
526,0,1_year_post,project
527,0,1_year_post,project
528,0,1_year_post,project
529,0,1_year_post,project
530,0,1_year_post,project
531,0,1_year_post,project
532,0,1_year_post,project
533,0,1_year_post,project
534,0,1_year_post,project
535,0,1_year_post,project
536,0,1_year_post,project
537,0,1_year_post,project
538,0,1_year_post,project
539,0,1_year_post,project
540,0,1_year_post,project
541,0,1_year_post,project
542,0,1_year_post,project
543,0,1_year_post,project
544,0,1_year_post,project
545,0,1_year_post,project
546,0,1_year_post,project
547,0,1_year_post,project
548,0,1_year_post,project
549,0,1_year_post,project
550,0,1_year_post,project
551,0,1_year_post,project
552,0,1_year_post,project
553,0,1_year_post,project
554,0,1_year_post,project
555,0,1_year_post,project
556,0,1_year_post,project
557,0,1_year_post,project
558,0,1_year_post,project
559,0,1_year_post,project
560,0,1_year_post,project
561,0,1_year_post,project
562,0,1_year_post,project
563,0,1_year_post,project
564,0,1_year_post,project
565,0,1_year_post,project
566,0,1_year_post,project
567,0,1_year_post,project
568,0,1_year_post,project
569,0,1_year_post,project
570,0,1_year_post,project
571,0,1_year_post,project
572,0,1_year_post,project
573,0,1_year_post,project
574,0,1_year_post,project
575,0,1_year_post,project
576,0,1_year_post,project
577,0,1_year_post,project
578,0,1_year_post,project
579,0,1_year_post,project
580,0,1_year_post,project
581,0,1_year_post,project
582,0,1_year_post,project
583,0,1_year_post,project
584,0,1_year_post,project
585,0,1_year_post,project
586,0,1_year_post,project
587,0,1_year_post,project
588,0,1_year_post,project
589,0,1_year_post,project
590,0,1_year_post,project
591,0,1_year_post,project
592,0,1_year_post,project
593,0,1_year_post,project
594,0,1_year_post,project
595,0,1_year_post,project
596,0,1_year_post,project
597,0,1_year_post,project
598,0,1_year_post,project
599,0,1_year_post,project
600,0,1_year_post,project
601,0,1_year_post,project
602,0,1_year_post,project
603,0,1_year_post,project
604,0,1_year_post,project
605,0,1_year_post,project
606,0,1_year_post,project
607,0,1_year_post,project
608,0,1_year_post,project
609,0,1_year_post,project
610,0,1_year_post,project
611,0,1_year_post,project
612,0,1_year_post,project
613,0,1_year_post,project
614,0,1_year_post,project
615,0,1_year_post,project
616,0,1_year_post,project
617,0,1_year_post,project
618,0,1_year_post,project
619,0,1_year_post,project
620,0,1_year_post,project
621,0,1_year_post,project
622,0,1_year_post,project
623,0,1_year_post,project
624,0,1_year_post,project
625,0,1_year_post,project
626,0,1_year_post,project
627,0,1_year_post,project
628,0,1_year_post,project
629,0,1_year_post,project
630,0,1_year_post,project
631,0,1_year_post,project
632,0,1_year_post,project
633,0,1_year_post,project
634,0,1_year_post,project
635,0,1_year_post,project
636,0,1_year_post,project
637,0,1_year_post,project
638,0,1_year_post,project
639,0,1_year_post,project
640,0,1_year_post,project
641,0,1_year_post,project
642,0,1_year_post,project
643,0,1_year_post,project
644,0,1_year_post,project
645,0,1_year_post,project
646,0,1_year_post,project
647,0,1_year_post,project
648,0,1_year_post,project
649,0,1_year_post,project
650,0,1_year_post,project
651,0,1_year_post,project
652,0,1_year_post,project
653,0,1_year_post,project
654,0,1_year_post,project
655,0,1_year_post,project
656,0,1_year_post,project
657,0,1_year_post,project
658,0,1_year_post,project
659,0,1_year_post,project
660,0,1_year_post,project
661,0,1_year_post,project
662,0,1_year_post,project
663,0,1_year_post,project
664,0,1_year_post,project
665,0,1_year_post,project
666,0,1_year_post,project
667,0,1_year_post,project
668,0,1_year_post,project
669,0,1_year_post,project
670,0,1_year_post,project
671,0,1_year_post,project
672,0,1_year_post,project
673,0,1_year_post,project
674,0,1_year_post,project
675,0,1_year_post,project
676,0,1_year_post,project
677,0,1_year_post,project
678,0,1_year_post,project
679,0,1_year_post,project
680,0,1_year_post,project
681,0,1_year_post,project
682,0,1_year_post,project
683,0,1_year_post,project
684,0,1_year_post,project
685,0,1_year_post,project
686,0,1_year_post,project
687,0,1_year_post,project
688,0,1_year_post,project
689,0,1_year_post,project
690,0,1_year_post,project
691,0,1_year_post,project
692,0,1_year_post,project
693,0,1_year_post,project
694,0,1_year_post,project
695,0,1_year_post,project
696,0,1_year_post,project
697,0,1_year_post,project
698,0,1_year_post,project
699,0,1_year_post,project
700,0,1_year_post,project
701,0,1_year_post,project
702,0,1_year_post,project
703,0,1_year_post,project
704,0,1_year_post,project
705,0,1_year_post,project
706,0,1_year_post,project
707,0,1_year_post,project
708,0,1_year_post,project
709,0,1_year_post,project
710,0,1_year_post,project
711,0,1_year_post,project
712,0,1_year_post,project
713,0,1_year_post,project
714,0,1_year_post,project
715,0,1_year_post,project
716,0,1_year_post,project
717,0,1_year_post,project
718,0,1_year_post,project
719,0,1_year_post,project
720,0,1_year_post,project
721,0,1_year_post,project
722,0,1_year_post,project
723,0,1_year_post,project
724,0,1_year_post,project
725,0,1_year_post,project
726,0,1_year_post,project
727,0,1_year_post,project
728,0,1_year_post,project
729,0,1_year_post,project
730,0,1_year_post,project
731,0,1_year_post,project
732,0,1_year_post,project
733,0,1_year_post,project
734,0,1_year_post,project
735,0,1_year_post,project
736,0,1_year_post,project
737,0,1_year_post,project
738,0,1_year_post,project
739,0,1_year_post,project
740,0,1_year_post,project
741,0,1_year_post,project
742,0,1_year_post,project
743,0,1_year_post,project
744,0,1_year_post,project
745,0,1_year_post,project
746,0,1_year_post,project
747,0,1_year_post,project
748,0,1_year_post,project
749,0,1_year_post,project
750,0,1_year_post,project
751,0,1_year_post,project
752,0,1_year_post,project
753,0,1_year_post,project
754,0,1_year_post,project
755,0,1_year_post,project
756,0,1_year_post,project
757,0,1_year_post,project
758,0,1_year_post,project
759,0,1_year_post,project
760,0,1_year_post,project
761,0,1_year_post,project
762,0,1_year_post,project
763,0,1_year_post,project
764,0,1_year_post,project
765,0,1_year_post,project
766,0,1_year_post,project
767,0,1_year_post,project
768,0,1_year_post,project
769,0,1_year_post,project
770,0,1_year_post,project
771,0,1_year_post,project
772,0,1_year_post,project
773,0,1_year_post,project
774,0,1_year_post,project
775,0,1_year_post,project
776,0,1_year_post,project
777,0,1_year_post,project
778,0,1_year_post,project
779,0,1_year_post,project
780,0,1_year_post,project
781,0,1_year_post,project
782,0,1_year_post,project
783,0,1_year_post,project
784,0,1_year_post,project
785,0,1_year_post,project
786,0,1_year_post,project
787,0,1_year_post,project
788,0,1_year_post,project
789,0,1_year_post,project
790,0,1_year_post,project
791,0,1_year_post,project
792,0,1_year_post,project
793,0,1_year_post,project
794,0,1_year_post,project
795,0,1_year_post,project
796,0,1_year_post,project
1,21,3_year_post,project
2,27,3_year_post,project
3,25,3_year_post,project
4,30,3_year_post,project
5,20,3_year_post,project
6,35,3_year_post,project
7,32,3_year_post,project
8,20,3_year_post,project
9,38,3_year_post,project
10,34,3_year_post,project
11,34,3_year_post,project
12,22,3_year_post,project
13,25,3_year_post,project
14,26,3_year_post,project
15,27,3_year_post,project
16,24,3_year_post,project
17,30,3_year_post,project
18,23,3_year_post,project
19,23,3_year_post,project
20,33,3_year_post,project
21,36,3_year_post,project
22,29,3_year_post,project
23,28,3_year_post,project
24,21,3_year_post,project
25,26,3_year_post,project
26,30,3_year_post,project
27,22,3_year_post,project
28,29,3_year_post,project
29,30,3_year_post,project
30,31,3_year_post,project
31,26,3_year_post,project
32,33,3_year_post,project
33,25,3_year_post,project
34,26,3_year_post,project
35,28,3_year_post,project
36,28,3_year_post,project
37,26,3_year_post,project
38,28,3_year_post,project
39,23,3_year_post,project
40,30,3_year_post,project
41,30,3_year_post,project
42,28,3_year_post,project
43,28,3_year_post,project
44,25,3_year_post,project
45,29,3_year_post,project
46,31,3_year_post,project
47,32,3_year_post,project
48,35,3_year_post,project
49,34,3_year_post,project
50,26,3_year_post,project
51,26,3_year_post,project
52,29,3_year_post,project
53,28,3_year_post,project
54,34,3_year_post,project
55,35,3_year_post,project
56,21,3_year_post,project
57,42,3_year_post,project
58,28,3_year_post,project
59,19,3_year_post,project
60,33,3_year_post,project
61,26,3_year_post,project
62,33,3_year_post,project
63,26,3_year_post,project
64,22,3_year_post,project
65,29,3_year_post,project
66,37,3_year_post,project
67,42,3_year_post,project
68,26,3_year_post,project
69,26,3_year_post,project
70,27,3_year_post,project
71,23,3_year_post,project
72,30,3_year_post,project
73,29,3_year_post,project
74,30,3_year_post,project
75,25,3_year_post,project
76,32,3_year_post,project
77,29,3_year_post,project
78,29,3_year_post,project
79,20,3_year_post,project
80,29,3_year_post,project
81,24,3_year_post,project
82,21,3_year_post,project
83,28,3_year_post,project
84,26,3_year_post,project
85,26,3_year_post,project
86,24,3_year_post,project
87,38,3_year_post,project
88,18,3_year_post,project
89,35,3_year_post,project
90,27,3_year_post,project
91,32,3_year_post,project
92,27,3_year_post,project
93,41,3_year_post,project
94,37,3_year_post,project
95,19,3_year_post,project
96,22,3_year_post,project
97,25,3_year_post,project
98,28,3_year_post,project
99,33,3_year_post,project
100,15,3_year_post,project
101,28,3_year_post,project
102,29,3_year_post,project
103,31,3_year_post,project
104,27,3_year_post,project
105,36,3_year_post,project
106,39,3_year_post,project
107,26,3_year_post,project
108,29,3_year_post,project
109,23,3_year_post,project
110,35,3_year_post,project
111,36,3_year_post,project
112,18,3_year_post,project
113,27,3_year_post,project
114,31,3_year_post,project
115,37,3_year_post,project
116,29,3_year_post,project
117,31,3_year_post,project
118,27,3_year_post,project
119,21,3_year_post,project
120,22,3_year_post,project
121,29,3_year_post,project
122,24,3_year_post,project
123,26,3_year_post,project
124,28,3_year_post,project
125,32,3_year_post,project
126,33,3_year_post,project
127,24,3_year_post,project
128,29,3_year_post,project
129,38,3_year_post,project
130,21,3_year_post,project
131,23,3_year_post,project
132,19,3_year_post,project
133,30,3_year_post,project
134,27,3_year_post,project
135,26,3_year_post,project
136,31,3_year_post,project
137,28,3_year_post,project
138,27,3_year_post,project
139,29,3_year_post,project
140,26,3_year_post,project
141,32,3_year_post,project
142,37,3_year_post,project
143,29,3_year_post,project
144,22,3_year_post,project
145,24,3_year_post,project
146,33,3_year_post,project
147,43,3_year_post,project
148,22,3_year_post,project
149,30,3_year_post,project
150,31,3_year_post,project
151,23,3_year_post,project
152,33,3_year_post,project
153,27,3_year_post,project
154,32,3_year_post,project
155,18,3_year_post,project
156,32,3_year_post,project
157,18,3_year_post,project
158,20,3_year_post,project
159,22,3_year_post,project
160,23,3_year_post,project
161,29,3_year_post,project
162,36,3_year_post,project
163,31,3_year_post,project
164,30,3_year_post,project
165,24,3_year_post,project
166,31,3_year_post,project
167,31,3_year_post,project
168,25,3_year_post,project
169,28,3_year_post,project
170,32,3_year_post,project
171,31,3_year_post,project
172,37,3_year_post,project
173,23,3_year_post,project
174,27,3_year_post,project
175,25,3_year_post,project
176,35,3_year_post,project
177,32,3_year_post,project
178,33,3_year_post,project
179,35,3_year_post,project
180,27,3_year_post,project
181,21,3_year_post,project
182,33,3_year_post,project
183,23,3_year_post,project
184,25,3_year_post,project
185,17,3_year_post,project
186,38,3_year_post,project
187,20,3_year_post,project
188,21,3_year_post,project
189,33,3_year_post,project
190,26,3_year_post,project
191,34,3_year_post,project
192,27,3_year_post,project
193,27,3_year_post,project
194,25,3_year_post,project
195,27,3_year_post,project
196,21,3_year_post,project
197,27,3_year_post,project
198,25,3_year_post,project
199,33,3_year_post,project
200,17,3_year_post,project
201,33,3_year_post,project
202,25,3_year_post,project
203,32,3_year_post,project
204,28,3_year_post,project
205,34,3_year_post,project
206,30,3_year_post,project
207,29,3_year_post,project
208,34,3_year_post,project
209,25,3_year_post,project
210,40,3_year_post,project
211,31,3_year_post,project
212,35,3_year_post,project
213,23,3_year_post,project
214,22,3_year_post,project
215,31,3_year_post,project
216,22,3_year_post,project
217,25,3_year_post,project
218,30,3_year_post,project
219,25,3_year_post,project
220,36,3_year_post,project
221,32,3_year_post,project
222,33,3_year_post,project
223,26,3_year_post,project
224,26,3_year_post,project
225,34,3_year_post,project
226,27,3_year_post,project
227,22,3_year_post,project
228,18,3_year_post,project
229,27,3_year_post,project
230,32,3_year_post,project
231,27,3_year_post,project
232,29,3_year_post,project
233,30,3_year_post,project
234,25,3_year_post,project
235,29,3_year_post,project
236,27,3_year_post,project
237,33,3_year_post,project
238,22,3_year_post,project
239,34,3_year_post,project
240,24,3_year_post,project
241,29,3_year_post,project
242,35,3_year_post,project
243,28,3_year_post,project
244,26,3_year_post,project
245,34,3_year_post,project
246,26,3_year_post,project
247,29,3_year_post,project
248,29,3_year_post,project
249,30,3_year_post,project
250,38,3_year_post,project
251,0,3_year_post,project
252,0,3_year_post,project
253,0,3_year_post,project
254,0,3_year_post,project
255,0,3_year_post,project
256,0,3_year_post,project
257,0,3_year_post,project
258,0,3_year_post,project
259,0,3_year_post,project
260,0,3_year_post,project
261,0,3_year_post,project
262,0,3_year_post,project
263,0,3_year_post,project
264,0,3_year_post,project
265,0,3_year_post,project
266,0,3_year_post,project
267,0,3_year_post,project
268,0,3_year_post,project
269,0,3_year_post,project
270,0,3_year_post,project
271,0,3_year_post,project
272,0,3_year_post,project
273,0,3_year_post,project
274,0,3_year_post,project
275,0,3_year_post,project
276,0,3_year_post,project
277,0,3_year_post,project
278,0,3_year_post,project
279,0,3_year_post,project
280,0,3_year_post,project
281,0,3_year_post,project
282,0,3_year_post,project
283,0,3_year_post,project
284,0,3_year_post,project
285,0,3_year_post,project
286,0,3_year_post,project
287,0,3_year_post,project
288,0,3_year_post,project
289,0,3_year_post,project
290,0,3_year_post,project
291,0,3_year_post,project
292,0,3_year_post,project
293,0,3_year_post,project
294,0,3_year_post,project
295,0,3_year_post,project
296,0,3_year_post,project
297,0,3_year_post,project
298,0,3_year_post,project
299,0,3_year_post,project
300,0,3_year_post,project
301,0,3_year_post,project
302,0,3_year_post,project
303,0,3_year_post,project
304,0,3_year_post,project
305,0,3_year_post,project
306,0,3_year_post,project
307,0,3_year_post,project
308,0,3_year_post,project
309,0,3_year_post,project
310,0,3_year_post,project
311,0,3_year_post,project
312,0,3_year_post,project
313,0,3_year_post,project
314,0,3_year_post,project
315,0,3_year_post,project
316,0,3_year_post,project
317,0,3_year_post,project
318,0,3_year_post,project
319,0,3_year_post,project
320,0,3_year_post,project
321,0,3_year_post,project
322,0,3_year_post,project
323,0,3_year_post,project
324,0,3_year_post,project
325,0,3_year_post,project
326,0,3_year_post,project
327,0,3_year_post,project
328,0,3_year_post,project
329,0,3_year_post,project
330,0,3_year_post,project
331,0,3_year_post,project
332,0,3_year_post,project
333,0,3_year_post,project
334,0,3_year_post,project
335,0,3_year_post,project
336,0,3_year_post,project
337,0,3_year_post,project
338,0,3_year_post,project
339,0,3_year_post,project
340,0,3_year_post,project
341,0,3_year_post,project
342,0,3_year_post,project
343,0,3_year_post,project
344,0,3_year_post,project
345,0,3_year_post,project
346,0,3_year_post,project
347,0,3_year_post,project
348,0,3_year_post,project
349,0,3_year_post,project
350,0,3_year_post,project
351,0,3_year_post,project
352,0,3_year_post,project
353,0,3_year_post,project
354,0,3_year_post,project
355,0,3_year_post,project
356,0,3_year_post,project
357,0,3_year_post,project
358,0,3_year_post,project
359,0,3_year_post,project
360,0,3_year_post,project
361,0,3_year_post,project
362,0,3_year_post,project
363,0,3_year_post,project
364,0,3_year_post,project
365,0,3_year_post,project
366,0,3_year_post,project
367,0,3_year_post,project
368,0,3_year_post,project
369,0,3_year_post,project
370,0,3_year_post,project
371,0,3_year_post,project
372,0,3_year_post,project
373,0,3_year_post,project
374,0,3_year_post,project
375,0,3_year_post,project
376,0,3_year_post,project
377,0,3_year_post,project
378,0,3_year_post,project
379,0,3_year_post,project
380,0,3_year_post,project
381,0,3_year_post,project
382,0,3_year_post,project
383,0,3_year_post,project
384,0,3_year_post,project
385,0,3_year_post,project
386,0,3_year_post,project
387,0,3_year_post,project
388,0,3_year_post,project
389,0,3_year_post,project
390,0,3_year_post,project
391,0,3_year_post,project
392,0,3_year_post,project
393,0,3_year_post,project
394,0,3_year_post,project
395,0,3_year_post,project
396,0,3_year_post,project
397,0,3_year_post,project
398,0,3_year_post,project
399,0,3_year_post,project
400,0,3_year_post,project
401,0,3_year_post,project
402,0,3_year_post,project
403,0,3_year_post,project
404,0,3_year_post,project
405,0,3_year_post,project
406,0,3_year_post,project
407,0,3_year_post,project
408,0,3_year_post,project
409,0,3_year_post,project
410,0,3_year_post,project
411,0,3_year_post,project
412,0,3_year_post,project
413,0,3_year_post,project
414,0,3_year_post,project
415,0,3_year_post,project
416,0,3_year_post,project
417,0,3_year_post,project
418,0,3_year_post,project
419,0,3_year_post,project
420,0,3_year_post,project
421,0,3_year_post,project
422,0,3_year_post,project
423,0,3_year_post,project
424,0,3_year_post,project
425,0,3_year_post,project
426,0,3_year_post,project
427,0,3_year_post,project
428,0,3_year_post,project
429,0,3_year_post,project
430,0,3_year_post,project
431,0,3_year_post,project
432,0,3_year_post,project
433,0,3_year_post,project
434,0,3_year_post,project
435,0,3_year_post,project
436,0,3_year_post,project
437,0,3_year_post,project
438,0,3_year_post,project
439,0,3_year_post,project
440,0,3_year_post,project
441,0,3_year_post,project
442,0,3_year_post,project
443,0,3_year_post,project
444,0,3_year_post,project
445,0,3_year_post,project
446,0,3_year_post,project
447,0,3_year_post,project
448,0,3_year_post,project
449,0,3_year_post,project
450,0,3_year_post,project
451,0,3_year_post,project
452,0,3_year_post,project
453,0,3_year_post,project
454,0,3_year_post,project
455,0,3_year_post,project
456,0,3_year_post,project
457,0,3_year_post,project
458,0,3_year_post,project
459,0,3_year_post,project
460,0,3_year_post,project
461,0,3_year_post,project
462,0,3_year_post,project
463,0,3_year_post,project
464,0,3_year_post,project
465,0,3_year_post,project
466,0,3_year_post,project
467,0,3_year_post,project
468,0,3_year_post,project
469,0,3_year_post,project
470,0,3_year_post,project
471,0,3_year_post,project
472,0,3_year_post,project
473,0,3_year_post,project
474,0,3_year_post,project
475,0,3_year_post,project
476,0,3_year_post,project
477,0,3_year_post,project
478,0,3_year_post,project
479,0,3_year_post,project
480,0,3_year_post,project
481,0,3_year_post,project
482,0,3_year_post,project
483,0,3_year_post,project
484,0,3_year_post,project
485,0,3_year_post,project
486,0,3_year_post,project
487,0,3_year_post,project
488,0,3_year_post,project
489,0,3_year_post,project
490,0,3_year_post,project
491,0,3_year_post,project
492,0,3_year_post,project
493,0,3_year_post,project
494,0,3_year_post,project
495,0,3_year_post,project
496,0,3_year_post,project
497,0,3_year_post,project
498,0,3_year_post,project
499,0,3_year_post,project
500,0,3_year_post,project
501,0,3_year_post,project
502,0,3_year_post,project
503,0,3_year_post,project
504,0,3_year_post,project
505,0,3_year_post,project
506,0,3_year_post,project
507,0,3_year_post,project
508,0,3_year_post,project
509,0,3_year_post,project
510,0,3_year_post,project
511,0,3_year_post,project
512,0,3_year_post,project
513,0,3_year_post,project
514,0,3_year_post,project
515,0,3_year_post,project
516,0,3_year_post,project
517,0,3_year_post,project
518,0,3_year_post,project
519,0,3_year_post,project
520,0,3_year_post,project
521,0,3_year_post,project
522,0,3_year_post,project
523,0,3_year_post,project
524,0,3_year_post,project
525,0,3_year_post,project
526,0,3_year_post,project
527,0,3_year_post,project
528,0,3_year_post,project
529,0,3_year_post,project
530,0,3_year_post,project
531,0,3_year_post,project
532,0,3_year_post,project
533,0,3_year_post,project
534,0,3_year_post,project
535,0,3_year_post,project
536,0,3_year_post,project
537,0,3_year_post,project
538,0,3_year_post,project
539,0,3_year_post,project
540,0,3_year_post,project
541,0,3_year_post,project
542,0,3_year_post,project
543,0,3_year_post,project
544,0,3_year_post,project
545,0,3_year_post,project
546,0,3_year_post,project
547,0,3_year_post,project
548,0,3_year_post,project
549,0,3_year_post,project
550,0,3_year_post,project
551,0,3_year_post,project
552,0,3_year_post,project
553,0,3_year_post,project
554,0,3_year_post,project
555,0,3_year_post,project
556,0,3_year_post,project
557,0,3_year_post,project
558,0,3_year_post,project
559,0,3_year_post,project
560,0,3_year_post,project
561,0,3_year_post,project
562,0,3_year_post,project
563,0,3_year_post,project
564,0,3_year_post,project
565,0,3_year_post,project
566,0,3_year_post,project
567,0,3_year_post,project
568,0,3_year_post,project
569,0,3_year_post,project
570,0,3_year_post,project
571,0,3_year_post,project
572,0,3_year_post,project
573,0,3_year_post,project
574,0,3_year_post,project
575,0,3_year_post,project
576,0,3_year_post,project
577,0,3_year_post,project
578,0,3_year_post,project
579,0,3_year_post,project
580,0,3_year_post,project
581,0,3_year_post,project
582,0,3_year_post,project
583,0,3_year_post,project
584,0,3_year_post,project
585,0,3_year_post,project
586,0,3_year_post,project
587,0,3_year_post,project
588,0,3_year_post,project
589,0,3_year_post,project
590,0,3_year_post,project
591,0,3_year_post,project
592,0,3_year_post,project
593,0,3_year_post,project
594,0,3_year_post,project
595,0,3_year_post,project
596,0,3_year_post,project
597,0,3_year_post,project
598,0,3_year_post,project
599,0,3_year_post,project
600,0,3_year_post,project
601,0,3_year_post,project
602,0,3_year_post,project
603,0,3_year_post,project
604,0,3_year_post,project
605,0,3_year_post,project
606,0,3_year_post,project
607,0,3_year_post,project
608,0,3_year_post,project
609,0,3_year_post,project
610,0,3_year_post,project
611,0,3_year_post,project
612,0,3_year_post,project
613,0,3_year_post,project
614,0,3_year_post,project
615,0,3_year_post,project
616,0,3_year_post,project
617,0,3_year_post,project
618,0,3_year_post,project
619,0,3_year_post,project
620,0,3_year_post,project
621,0,3_year_post,project
622,0,3_year_post,project
623,0,3_year_post,project
624,0,3_year_post,project
625,0,3_year_post,project
626,0,3_year_post,project
627,0,3_year_post,project
628,0,3_year_post,project
629,0,3_year_post,project
630,0,3_year_post,project
631,0,3_year_post,project
632,0,3_year_post,project
633,0,3_year_post,project
634,0,3_year_post,project
635,0,3_year_post,project
636,0,3_year_post,project
637,0,3_year_post,project
638,0,3_year_post,project
639,0,3_year_post,project
640,0,3_year_post,project
641,0,3_year_post,project
642,0,3_year_post,project
643,0,3_year_post,project
644,0,3_year_post,project
645,0,3_year_post,project
646,0,3_year_post,project
647,0,3_year_post,project
648,0,3_year_post,project
649,0,3_year_post,project
650,0,3_year_post,project
651,0,3_year_post,project
652,0,3_year_post,project
653,0,3_year_post,project
654,0,3_year_post,project
655,0,3_year_post,project
656,0,3_year_post,project
657,0,3_year_post,project
658,0,3_year_post,project
659,0,3_year_post,project
660,0,3_year_post,project
661,0,3_year_post,project
662,0,3_year_post,project
663,0,3_year_post,project
664,0,3_year_post,project
665,0,3_year_post,project
666,0,3_year_post,project
667,0,3_year_post,project
668,0,3_year_post,project
669,0,3_year_post,project
670,0,3_year_post,project
671,0,3_year_post,project
672,0,3_year_post,project
673,0,3_year_post,project
674,0,3_year_post,project
675,0,3_year_post,project
676,0,3_year_post,project
677,0,3_year_post,project
678,0,3_year_post,project
679,0,3_year_post,project
680,0,3_year_post,project
681,0,3_year_post,project
682,0,3_year_post,project
683,0,3_year_post,project
684,0,3_year_post,project
685,0,3_year_post,project
686,0,3_year_post,project
687,0,3_year_post,project
688,0,3_year_post,project
689,0,3_year_post,project
690,0,3_year_post,project
691,0,3_year_post,project
692,0,3_year_post,project
693,0,3_year_post,project
694,0,3_year_post,project
695,0,3_year_post,project
696,0,3_year_post,project
697,0,3_year_post,project
698,0,3_year_post,project
699,0,3_year_post,project
700,0,3_year_post,project
701,0,3_year_post,project
702,0,3_year_post,project
703,0,3_year_post,project
704,0,3_year_post,project
705,0,3_year_post,project
706,0,3_year_post,project
707,0,3_year_post,project
708,0,3_year_post,project
709,0,3_year_post,project
710,0,3_year_post,project
711,0,3_year_post,project
712,0,3_year_post,project
713,0,3_year_post,project
714,0,3_year_post,project
715,0,3_year_post,project
716,0,3_year_post,project
717,0,3_year_post,project
718,0,3_year_post,project
719,0,3_year_post,project
720,0,3_year_post,project
721,0,3_year_post,project
722,0,3_year_post,project
723,0,3_year_post,project
724,0,3_year_post,project
725,0,3_year_post,project
726,0,3_year_post,project
727,0,3_year_post,project
728,0,3_year_post,project
729,0,3_year_post,project
730,0,3_year_post,project
731,0,3_year_post,project
732,0,3_year_post,project
733,0,3_year_post,project
734,0,3_year_post,project
735,0,3_year_post,project
736,0,3_year_post,project
737,0,3_year_post,project
738,0,3_year_post,project
739,0,3_year_post,project
740,0,3_year_post,project
741,0,3_year_post,project
742,0,3_year_post,project
743,0,3_year_post,project
744,0,3_year_post,project
745,0,3_year_post,project
746,0,3_year_post,project
747,0,3_year_post,project
748,0,3_year_post,project
749,0,3_year_post,project
750,0,3_year_post,project
751,0,3_year_post,project
752,0,3_year_post,project
753,0,3_year_post,project
754,0,3_year_post,project
755,0,3_year_post,project
756,0,3_year_post,project
757,0,3_year_post,project
758,0,3_year_post,project
759,0,3_year_post,project
760,0,3_year_post,project
761,0,3_year_post,project
762,0,3_year_post,project
763,0,3_year_post,project
764,0,3_year_post,project
765,0,3_year_post,project
766,0,3_year_post,project
767,0,3_year_post,project
768,0,3_year_post,project
769,0,3_year_post,project
770,0,3_year_post,project
771,0,3_year_post,project
772,0,3_year_post,project
773,0,3_year_post,project
774,0,3_year_post,project
775,0,3_year_post,project
776,0,3_year_post,project
777,0,3_year_post,project
778,0,3_year_post,project
779,0,3_year_post,project
780,0,3_year_post,project
781,0,3_year_post,project
782,0,3_year_post,project
783,0,3_year_post,project
784,0,3_year_post,project
785,0,3_year_post,project
786,0,3_year_post,project
787,0,3_year_post,project
788,0,3_year_post,project
789,0,3_year_post,project
790,0,3_year_post,project
791,0,3_year_post,project
792,0,3_year_post,project
793,0,3_year_post,project
794,0,3_year_post,project
795,0,3_year_post,project
796,0,3_year_post,project
1,27,5_year_post,project
2,28,5_year_post,project
3,31,5_year_post,project
4,19,5_year_post,project
5,28,5_year_post,project
6,19,5_year_post,project
7,22,5_year_post,project
8,29,5_year_post,project
