"survey_date","project_name","site","time","transect","distance_ft","depth_mllw_ft","eg_shoots","bed_patch","density","eq_PA","substrate","notes"
"6/24/2024","Worked Example","reference","preliminary","T5",87,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T5",87.87,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T5",88.74,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T5",89.61,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T5",90.48,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T5",91.35,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T5",92.22,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T5",93.09,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T5",93.96,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T5",94.83,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T5",95.7,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T5",96.57,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T5",97.44,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T5",98.31,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T5",99.18,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",0,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",0.87,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",1.74,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",2.61,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",3.48,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",4.35,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",5.22,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",6.09,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",6.96,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",7.83,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",8.7,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",9.57,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",10.44,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",11.31,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",12.18,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",13.05,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",13.92,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",14.79,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",15.66,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",16.53,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",17.4,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",18.27,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",19.14,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",20.01,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",20.88,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",21.75,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",22.62,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",23.49,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",24.36,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",25.23,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",26.1,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",26.97,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",27.84,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",28.71,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",29.58,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",30.45,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",31.32,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",32.19,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",33.06,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",33.93,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",34.8,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",35.67,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",36.54,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",37.41,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",38.28,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",39.15,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",40.02,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",40.89,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",41.76,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",42.63,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",43.5,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",44.37,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",45.24,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",46.11,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",46.98,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",47.85,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",48.72,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",49.59,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",50.46,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",51.33,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",52.2,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",53.07,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",53.94,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",54.81,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",55.68,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",56.55,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",57.42,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",58.29,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",59.16,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",60.03,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",60.9,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",61.77,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",62.64,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",63.51,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",64.38,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",65.25,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",66.12,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",66.99,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",67.86,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",68.73,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",69.6,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",70.47,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",71.34,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",72.21,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",73.08,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",73.95,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",74.82,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",75.69,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",76.56,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",77.43,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",78.3,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",79.17,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",80.04,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",80.91,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",81.78,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",82.65,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",83.52,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",84.39,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",85.26,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",86.13,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",87,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",87.87,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",88.74,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",89.61,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",90.48,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",91.35,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",92.22,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",93.09,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",93.96,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",94.83,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",95.7,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",96.57,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",97.44,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",98.31,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T6",99.18,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",0,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",0.86,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",1.72,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",2.58,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",3.44,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",4.3,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",5.16,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",6.02,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",6.88,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",7.74,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",8.6,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",9.46,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",10.32,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",11.18,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",12.04,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",12.9,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",13.76,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",14.62,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",15.48,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",16.34,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",17.2,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",18.06,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",18.92,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",19.78,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",20.64,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",21.5,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",22.36,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",23.22,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",24.08,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",24.94,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",25.8,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",26.66,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",27.52,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",28.38,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",29.24,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",30.1,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",30.96,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",31.82,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",32.68,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",33.54,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",34.4,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",35.26,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",36.12,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",36.98,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",37.84,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",38.7,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",39.56,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",40.42,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",41.28,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",42.14,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",43,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",43.86,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",44.72,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",45.58,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",46.44,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",47.3,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",48.16,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",49.02,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",49.88,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",50.74,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",51.6,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",52.46,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",53.32,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",54.18,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",55.04,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",55.9,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",56.76,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",57.62,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",58.48,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",59.34,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",60.2,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",61.06,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",61.92,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",62.78,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",63.64,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",64.5,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",65.36,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",66.22,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",67.08,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",67.94,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",68.8,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",69.66,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",70.52,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",71.38,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",72.24,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",73.1,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",73.96,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",74.82,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",75.68,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",76.54,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",77.4,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",78.26,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",79.12,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",79.98,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",80.84,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",81.7,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",82.56,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",83.42,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",84.28,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",85.14,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",86,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",86.86,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",87.72,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",88.58,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",89.44,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",90.3,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",91.16,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",92.02,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",92.88,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",93.74,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",94.6,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",95.46,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",96.32,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",97.18,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",98.04,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",98.9,NA,0,"bed",0,NA,NA,NA
"6/24/2024","Worked Example","reference","preliminary","T7",99.76,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","project","1 year post","T1",0,NA,5,"bed",19,NA,NA,NA
"6/24/2025","Worked Example","project","1 year post","T1",0.87,NA,4,"bed",17,NA,NA,NA
"6/24/2025","Worked Example","project","1 year post","T1",1.74,NA,2,"bed",9,NA,NA,NA
"6/24/2025","Worked Example","project","1 year post","T1",2.61,NA,5,"bed",19,NA,NA,NA
"6/24/2025","Worked Example","project","1 year post","T1",3.48,NA,6,"bed",22,NA,NA,NA
"6/24/2025","Worked Example","project","1 year post","T1",4.35,NA,6,"bed",24,NA,NA,NA
"6/24/2025","Worked Example","project","1 year post","T1",5.22,NA,4,"bed",14,NA,NA,NA
"6/24/2025","Worked Example","project","1 year post","T1",6.09,NA,6,"bed",25,NA,NA,NA
"6/24/2025","Worked Example","project","1 year post","T1",6.96,NA,6,"bed",22,NA,NA,NA
"6/24/2025","Worked Example","project","1 year post","T1",7.83,NA,6,"bed",24,NA,NA,NA
"6/24/2025","Worked Example","project","1 year post","T1",8.7,NA,7,"bed",28,NA,NA,NA
"6/24/2025","Worked Example","project","1 year post","T1",9.57,NA,6,"bed",25,NA,NA,NA
"6/24/2025","Worked Example","project","1 year post","T1",10.44,NA,5,"bed",21,NA,NA,NA
"6/24/2025","Worked Example","project","1 year post","T1",11.31,NA,6,"bed",24,NA,NA,NA
"6/24/2025","Worked Example","project","1 year post","T1",12.18,NA,6,"bed",24,NA,NA,NA
"6/24/2025","Worked Example","project","1 year post","T1",13.05,NA,7,"bed",28,NA,NA,NA
"6/24/2025","Worked Example","project","1 year post","T1",13.92,NA,6,"bed",25,NA,NA,NA
"6/24/2025","Worked Example","project","1 year post","T1",14.79,NA,6,"bed",23,NA,NA,NA
"6/24/2025","Worked Example","project","1 year post","T1",15.66,NA,5,"bed",20,NA,NA,NA
"6/24/2025","Worked Example","project","1 year post","T1",16.53,NA,4,"bed",14,NA,NA,NA
"6/24/2025","Worked Example","project","1 year post","T1",17.4,NA,6,"bed",25,NA,NA,NA
"6/24/2025","Worked Example","project","1 year post","T1",18.27,NA,6,"bed",22,NA,NA,NA
"6/24/2025","Worked Example","project","1 year post","T1",19.14,NA,4,"bed",15,NA,NA,NA
"6/24/2025","Worked Example","project","1 year post","T1",20.01,NA,5,"bed",20,NA,NA,NA
"6/24/2025","Worked Example","project","1 year post","T1",20.88,NA,5,"bed",20,NA,NA,NA
"6/24/2025","Worked Example","project","1 year post","T1",21.75,NA,5,"bed",19,NA,NA,NA
"6/24/2025","Worked Example","project","1 year post","T1",22.62,NA,4,"bed",18,NA,NA,NA
"6/24/2025","Worked Example","project","1 year post","T1",23.49,NA,6,"bed",24,NA,NA,NA
"6/24/2025","Worked Example","project","1 year post","T1",24.36,NA,6,"bed",25,NA,NA,NA
"6/24/2025","Worked Example","project","1 year post","T1",25.23,NA,6,"bed",25,NA,NA,NA
"6/24/2025","Worked Example","project","1 year post","T1",26.1,NA,6,"bed",26,NA,NA,NA
"6/24/2025","Worked Example","project","1 year post","T1",26.97,NA,6,"bed",26,NA,NA,NA
"6/24/2025","Worked Example","project","1 year post","T1",27.84,NA,6,"bed",26,NA,NA,NA
"6/24/2025","Worked Example","project","1 year post","T1",28.71,NA,6,"bed",25,NA,NA,NA
"6/24/2025","Worked Example","project","1 year post","T1",29.58,NA,7,"bed",27,NA,NA,NA
"6/24/2025","Worked Example","project","1 year post","T1",30.45,NA,6,"bed",22,NA,NA,NA
"6/24/2025","Worked Example","project","1 year post","T1",31.32,NA,3,"bed",11,NA,NA,NA
"6/24/2025","Worked Example","project","1 year post","T1",32.19,NA,7,"bed",27,NA,NA,NA
